0000000000000000, 0000000000000000, 0011000000000000, 0008000000000000, 0000000000000000, 000B000000000000, 0009000000000000, 0001000000000000, 0006000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0018000000000000, 0030000000000000, 0000000000000000, 0010000000000000, 001D000000000000, 0001000000000000, 0026000000000000
0000000000000000, 0000000000000000, 0016000000000000, 002F000000000000, 0000000000000000, 000F000000000000, 001B000000000000, 0001000000000000, 0024000000000000
0000000000000000, 0000000000000000, 0019000000000000, 004C000000000000, 0000000000000000, 0011000000000000, 001F000000000000, 0002000000000000, 003B000000000000
0000000000000000, 0000000000000000, 001E000000000000, 002A000000000000, 0000000000000000, 0014000000000000, 001C000000000000, 0001000000000000, 0021000000000000
0000000000000000, 0000000000000000, 001B000000000000, 0063000000000000, 0000000000000000, 0012000000000000, 0033000000000000, 0001000000000000, 004C000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0018000000000000, 0000000000000000, 0019000000000000, 0016000000000000, 0001000000000000, 0012000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0025000000000000, 0002000000000000, 0037000000000000
0000000000000000, 0000000000000000, 0015000000000000, 003A000000000000, 0000000000000000, 000E000000000000, 0020000000000000, 0001000000000000, 002D000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0016000000000000, 0000000000000000, 0011000000000000, 0012000000000000, 0001000000000000, 0011000000000000
0000000000000000, 0000000000000000, 001C000000000000, 0020000000000000, 0000000000000000, 0013000000000000, 001B000000000000, 0001000000000000, 0020000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0027000000000000, 003B000000000000, 0000000000000000, 001A000000000000, 002A000000000000, 0000000000000000, 002E000000000000
0000000000000000, 0000000000000000, 001E000000000000, 0014000000000000, 0000000000000000, 0014000000000000, 0012000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0026000000000000, 0028000000000000, 0000000000000000, 001A000000000000, 001D000000000000, 0001000000000000, 001F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0002000000000000, 0001000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0134000000000000, 0003000000000000, 01BB000000000000
0000000000000000, 0000000000000000, 0017000000000000, 002B000000000000, 0000000000000000, 000F000000000000, 0019000000000000, 0002000000000000, 0021000000000000
0000000000000000, 0000000000000000, 0023000000000000, 0035000000000000, 0000000000000000, 0018000000000000, 0026000000000000, 0000000000000000, 0029000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0052000000000000, 0006000000000000, 0086000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0033000000000000, 0000000000000000, 0011000000000000, 001E000000000000, 0001000000000000, 0028000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 006D000000000000, 0002000000000000, 0085000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 004F000000000000, 0004000000000000, 0085000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0020000000000000, 0000000000000000, 0014000000000000, 0017000000000000, 0001000000000000, 0019000000000000
0000000000000000, 0000000000000000, 0022000000000000, 0016000000000000, 0000000000000000, 0017000000000000, 0018000000000000, 0000000000000000, 0011000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001D000000000000, 003C000000000000, 0000000000000000, 0014000000000000, 0023000000000000, 0001000000000000, 002E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0071000000000000, 0004000000000000, 00C3000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 003B000000000000, 0002000000000000, 0063000000000000
0000000000000000, 0000000000000000, 0024000000000000, 0000000000000000, 0000000000000000, 0019000000000000, 0011000000000000, 0007000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0019000000000000, 004B000000000000, 0000000000000000, 0011000000000000, 0028000000000000, 0001000000000000, 003A000000000000
0000000000000000, 0000000000000000, 0022000000000000, 003E000000000000, 0000000000000000, 0017000000000000, 0029000000000000, 0000000000000000, 0030000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0027000000000000, 0027000000000000, 0000000000000000, 001B000000000000, 0021000000000000, 0000000000000000, 001E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0018000000000000, 0003000000000000, 001A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 000E000000000000, 0002000000000000, 000A000000000000
0000000000000000, 0000000000000000, 0020000000000000, 0015000000000000, 0000000000000000, 0016000000000000, 0013000000000000, 0001000000000000, 0010000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0029000000000000, 0041000000000000, 0000000000000000, 001C000000000000, 0029000000000000, 0001000000000000, 0032000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0019000000000000, 0000000000000000, 0014000000000000, 0017000000000000, 0000000000000000, 0014000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0023000000000000, 0000000000000000, 0015000000000000, 0019000000000000, 0001000000000000, 001B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 010F000000000000, 0003000000000000, 0175000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0023000000000000, 0000000000000000, 0014000000000000, 0017000000000000, 0002000000000000, 001B000000000000
0000000000000000, 0000000000000000, 0020000000000000, 003D000000000000, 0000000000000000, 0016000000000000, 0025000000000000, 0001000000000000, 002F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0002000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001C000000000000, 0042000000000000, 0000000000000000, 0013000000000000, 0026000000000000, 0001000000000000, 0034000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0014000000000000, 0003000000000000, 0016000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0025000000000000, 0001000000000000, 0024000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001E000000000000, 002D000000000000, 0000000000000000, 0014000000000000, 001D000000000000, 0001000000000000, 0023000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0112000000000000, 0003000000000000, 0179000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001C000000000000, 003F000000000000, 0000000000000000, 0013000000000000, 0024000000000000, 0001000000000000, 0031000000000000
0000000000000000, 0000000000000000, 0016000000000000, 003D000000000000, 0000000000000000, 000F000000000000, 0021000000000000, 0001000000000000, 002F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0014000000000000, 001B000000000000, 0000000000000000, 000E000000000000, 0012000000000000, 0001000000000000, 0015000000000000
0000000000000000, 0000000000000000, 002F000000000000, 0038000000000000, 0000000000000000, 0020000000000000, 002C000000000000, 0000000000000000, 002B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0062000000000000, 0001000000000000, 00C6000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0018000000000000, 0000000000000000, 0019000000000000, 0016000000000000, 0001000000000000, 0012000000000000
0000000000000000, 0000000000000000, 001C000000000000, 0020000000000000, 0000000000000000, 0013000000000000, 0017000000000000, 0001000000000000, 0019000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0057000000000000, 0002000000000000, 0086000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0016000000000000, 003D000000000000, 0000000000000000, 000F000000000000, 0021000000000000, 0001000000000000, 002F000000000000
0000000000000000, 0000000000000000, 001B000000000000, 0013000000000000, 0000000000000000, 0012000000000000, 0011000000000000, 0001000000000000, 000F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0047000000000000, 0002000000000000, 0062000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0029000000000000, 0037000000000000, 0000000000000000, 001C000000000000, 0029000000000000, 0000000000000000, 002A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001E000000000000, 0033000000000000, 0000000000000000, 0014000000000000, 0023000000000000, 0000000000000000, 0027000000000000
0400000000000000, 0400000000000000, 001B000000000000, 0000000000000000, 0000000000000000, 0012000000000000, 0011000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00CC000000000000, 0003000000000000, 013F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 003D000000000000, 0002000000000000, 0027000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0031000000000000, 0002000000000000, 0045000000000000
0000000000000000, 0000000000000000, 0021000000000000, 0023000000000000, 0000000000000000, 0016000000000000, 0019000000000000, 0001000000000000, 001B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001C000000000000, 001E000000000000, 0000000000000000, 0013000000000000, 0016000000000000, 0001000000000000, 0018000000000000
0000000000000000, 0000000000000000, 003B000000000000, 0039000000000000, 0000000000000000, 0028000000000000, 0032000000000000, 0000000000000000, 002C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0031000000000000, 0008000000000000, 0052000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0022000000000000, 0000000000000000, 0019000000000000, 001E000000000000, 0000000000000000, 001A000000000000
0000000000000000, 0000000000000000, 0017000000000000, 002D000000000000, 0000000000000000, 0010000000000000, 001B000000000000, 0001000000000000, 0023000000000000
0000000000000000, 0000000000000000, 002A000000000000, 0042000000000000, 0000000000000000, 001D000000000000, 002E000000000000, 0000000000000000, 0033000000000000
0000000000000000, 0000000000000000, 0029000000000000, 0028000000000000, 0000000000000000, 001C000000000000, 0022000000000000, 0000000000000000, 001F000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0015000000000000, 0000000000000000, 0015000000000000, 0013000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0025000000000000, 0000000000000000, 0015000000000000, 001D000000000000, 0000000000000000, 001D000000000000
0000000000000000, 0000000000000000, 002A000000000000, 0042000000000000, 0000000000000000, 001D000000000000, 002E000000000000, 0000000000000000, 0033000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0046000000000000, 0000000000000000, 0014000000000000, 0028000000000000, 0001000000000000, 0036000000000000
0000000000000000, 0000000000000000, 0021000000000000, 001F000000000000, 0000000000000000, 0016000000000000, 0018000000000000, 0001000000000000, 0018000000000000
0000000000000000, 0000000000000000, 0023000000000000, 0011000000000000, 0000000000000000, 0018000000000000, 0016000000000000, 0000000000000000, 000D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0025000000000000, 0008000000000000, 0030000000000000
0000000000000000, 0000000000000000, 001B000000000000, 0013000000000000, 0000000000000000, 0012000000000000, 0011000000000000, 0001000000000000, 000F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0072000000000000, 0002000000000000, 00EE000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00A9000000000000, 0003000000000000, 00BB000000000000
0000000000000000, 0000000000000000, 001B000000000000, 001D000000000000, 0000000000000000, 0012000000000000, 0012000000000000, 0002000000000000, 0016000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0012000000000000, 0000000000000000, 0011000000000000, 000F000000000000, 0001000000000000, 000E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0078000000000000, 0002000000000000, 004F000000000000
0000000000000000, 0000000000000000, 0020000000000000, 0015000000000000, 0000000000000000, 0016000000000000, 0017000000000000, 0000000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0020000000000000, 0027000000000000, 0000000000000000, 0016000000000000, 0016000000000000, 0002000000000000, 001E000000000000
0000000000000000, 0000000000000000, 001B000000000000, 0018000000000000, 0000000000000000, 0012000000000000, 001E000000000000, 0001000000000000, 0022000000000000
0000000000000000, 0000000000000000, 0019000000000000, 001F000000000000, 0000000000000000, 0011000000000000, 0016000000000000, 0001000000000000, 0018000000000000
0000000000000000, 0000000000000000, 001F000000000000, 001E000000000000, 0000000000000000, 0015000000000000, 0017000000000000, 0001000000000000, 0017000000000000
0000000000000000, 0000000000000000, 0026000000000000, 0018000000000000, 0000000000000000, 001A000000000000, 001A000000000000, 0000000000000000, 0013000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0014000000000000, 0007000000000000, 0020000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0019000000000000, 003A000000000000, 0000000000000000, 0011000000000000, 0021000000000000, 0001000000000000, 002D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0118000000000000, 0006000000000000, 0174000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 006E000000000000, 0003000000000000, 00E1000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0019000000000000, 0002000000000000, 000B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00D6000000000000, 0002000000000000, 0131000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0004000000000000, 0007000000000000, 0005000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0055000000000000, 0001000000000000, 00A7000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 010A000000000000, 000B000000000000, 018C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00CD000000000000, 0002000000000000, 0162000000000000
0000000000000000, 0000000000000000, 0016000000000000, 002F000000000000, 0000000000000000, 000F000000000000, 001B000000000000, 0001000000000000, 0024000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0012000000000000, 0003000000000000, 000A000000000000
0000000000000000, 0000000000000000, 001C000000000000, 001F000000000000, 0000000000000000, 0013000000000000, 0013000000000000, 0002000000000000, 0018000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0039000000000000, 0000000000000000, 0019000000000000, 001E000000000000, 0002000000000000, 002C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0062000000000000, 0009000000000000, 00AA000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0017000000000000, 0000000000000000, 0011000000000000, 0012000000000000, 0001000000000000, 0012000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0022000000000000, 0000000000000000, 0011000000000000, 0017000000000000, 0001000000000000, 001A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0021000000000000, 001E000000000000, 0000000000000000, 0017000000000000, 0018000000000000, 0001000000000000, 0017000000000000
0000000000000000, 0000000000000000, 0028000000000000, 0027000000000000, 0000000000000000, 001B000000000000, 001E000000000000, 0001000000000000, 001E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0037000000000000, 0008000000000000, 005A000000000000
0000000000000000, 0000000000000000, 001E000000000000, 002D000000000000, 0000000000000000, 0014000000000000, 001D000000000000, 0001000000000000, 0023000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0036000000000000, 0002000000000000, 0049000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0005000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0036000000000000, 0000000000000000, 0015000000000000, 0021000000000000, 0001000000000000, 002A000000000000
0000000000000000, 0000000000000000, 0024000000000000, 0012000000000000, 0000000000000000, 0019000000000000, 0012000000000000, 0001000000000000, 000E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0021000000000000, 0024000000000000, 0000000000000000, 0016000000000000, 001D000000000000, 0000000000000000, 001C000000000000
0000000000000000, 0000000000000000, 0014000000000000, 001D000000000000, 0000000000000000, 000D000000000000, 0013000000000000, 0001000000000000, 0017000000000000
0000000000000000, 0000000000000000, 0024000000000000, 002D000000000000, 0000000000000000, 0018000000000000, 0022000000000000, 0000000000000000, 0023000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 003A000000000000, 0002000000000000, 0064000000000000
0000000000000000, 0000000000000000, 0017000000000000, 0027000000000000, 0000000000000000, 0010000000000000, 0018000000000000, 0001000000000000, 001E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0044000000000000, 0007000000000000, 003F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0002000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0017000000000000, 002C000000000000, 0000000000000000, 0010000000000000, 001B000000000000, 0001000000000000, 0022000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0019000000000000, 0012000000000000, 0000000000000000, 0011000000000000, 0010000000000000, 0001000000000000, 000E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 005E000000000000, 0002000000000000, 00A7000000000000
0000000000000000, 0000000000000000, 00B7000000000000, 01FE000000000000, 0000000000000000, 007D000000000000, 0117000000000000, 0001000000000000, 018B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0118000000000000, 0003000000000000, 0178000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0097000000000000, 0001000000000000, 0083000000000000
0000000000000000, 0000000000000000, 0027000000000000, 0026000000000000, 0000000000000000, 001B000000000000, 0021000000000000, 0000000000000000, 001E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0026000000000000, 000D000000000000, 002D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0050000000000000, 0002000000000000, 006E000000000000
0000000000000000, 0000000000000000, 0016000000000000, 002C000000000000, 0000000000000000, 000F000000000000, 001A000000000000, 0001000000000000, 0022000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0015000000000000, 0000000000000000, 0015000000000000, 0016000000000000, 0000000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0016000000000000, 003D000000000000, 0000000000000000, 000F000000000000, 0021000000000000, 0001000000000000, 002F000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 027A000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000B000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0021000000000000, 003F000000000000, 0000000000000000, 0016000000000000, 0026000000000000, 0001000000000000, 0031000000000000
0000000000000000, 0000000000000000, 001C000000000000, 002B000000000000, 0000000000000000, 0013000000000000, 001B000000000000, 0001000000000000, 0021000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0023000000000000, 000D000000000000, 002B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0067000000000000, 0001000000000000, 00AD000000000000
0000000000000000, 0000000000000000, 0021000000000000, 0047000000000000, 0000000000000000, 0016000000000000, 002D000000000000, 0000000000000000, 0037000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0020000000000000, 0000000000000000, 0014000000000000, 0017000000000000, 0001000000000000, 0019000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001A000000000000, 003A000000000000, 0000000000000000, 0012000000000000, 0021000000000000, 0001000000000000, 002D000000000000
0000000000000000, 0000000000000000, 001E000000000000, 0047000000000000, 0000000000000000, 0014000000000000, 0028000000000000, 0001000000000000, 0037000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0021000000000000, 0000000000000000, 0019000000000000, 001E000000000000, 0000000000000000, 0019000000000000
0000000000000000, 0000000000000000, 0022000000000000, 002E000000000000, 0000000000000000, 0017000000000000, 0023000000000000, 0000000000000000, 0024000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000D000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0052000000000000, 0006000000000000, 0086000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0023000000000000, 0001000000000000, 0031000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0047000000000000, 0006000000000000, 002A000000000000
0000000000000000, 0000000000000000, 0024000000000000, 0028000000000000, 0000000000000000, 0018000000000000, 0020000000000000, 0000000000000000, 001F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0038000000000000, 0003000000000000, 0056000000000000
